per;hogar;dpto;p3271;p6040;p6030s3;p3042;p3042s1;p3042s2;inglabo
2024;1;41;1;21;2003;5;2;;600000
2024;1;41;1;44;1980;11;4;411;6000000
2024;1;41;2;42;1982;11;4;411;7000000
2024;1;41;1;60;1964;8;4;488;1200000
2024;1;41;1;36;1988;10;10;841;4000000
2024;1;41;1;57;1967;5;2;;1300000
2024;1;41;1;62;1962;5;2;;1300000
2024;1;41;2;39;1985;11;2;319;6000000
2024;1;41;1;43;1981;8;4;729;1800000
2024;1;41;2;36;1988;9;6;411;2400000
2024;1;41;1;29;1995;10;10;411;2054000
2024;1;41;1;37;1987;3;4;;1500000
2024;1;41;2;31;1993;10;10;919;6000000
2024;1;41;1;34;1990;9;6;212;2500000
2024;1;41;2;34;1990;5;2;;1612000
2024;1;41;1;28;1996;10;10;724;2600000
2024;1;41;2;25;1999;8;4;913;1800000
2024;1;41;1;28;1996;10;8;411;2000000
2024;1;41;1;33;1991;10;10;711;14000000
2024;1;41;1;29;1995;11;4;912;4000000
2024;1;41;2;20;2004;8;4;918;2600000
2024;1;41;1;51;1973;5;2;;2340000
2024;1;41;2;39;1985;12;4;114;5000000
2024;1;41;2;73;1951;5;2;;2000000
2024;1;41;1;26;1998;5;2;;1700000
2024;1;41;2;23;2001;5;2;;1462000
2024;1;41;2;46;1978;5;2;;2000000
2024;1;41;1;38;1986;9;6;917;2350000
2024;1;41;1;29;1995;5;2;;1300000
2024;1;41;2;34;1990;10;10;841;1300000
2024;1;41;2;51;1973;10;10;915;2400000
2024;1;41;2;25;1999;8;4;913;1300000
2024;1;41;1;22;2002;5;2;;1300000
2024;1;41;2;23;2001;5;2;;1462000
2024;1;41;2;36;1988;5;2;;1300000
2024;1;41;1;55;1969;5;2;;1462000
2024;1;41;1;48;1976;5;2;;1500000
2024;1;41;2;35;1989;5;2;;400000
2024;1;41;1;33;1991;10;10;719;2600000
2024;1;41;1;62;;5;2;;1800000
2024;1;41;1;25;1999;5;2;;1300000
2024;1;41;1;50;;5;2;;2000000
2024;1;41;1;39;1985;5;2;;1300000
2024;1;41;1;35;1989;8;4;713;1800000
2024;1;41;1;35;1989;5;2;;1800000
2024;1;44;1;39;1985;9;6;713;1800000
2024;1;44;2;36;1988;10;10;315;1800000
2024;1;44;1;42;1982;5;2;;2000000
2024;1;44;2;43;1981;10;8;413;1300000
2024;1;44;1;50;1974;6;2;;2000000
2024;1;44;1;59;1965;3;4;;600000
2024;1;44;2;34;1990;10;10;912;1400000
2024;1;44;1;29;1995;5;2;;1400000
2024;1;44;1;43;1981;5;2;;1400000
2024;1;44;2;31;1993;5;2;;240000
2024;1;44;1;39;1985;5;2;;1500000
2024;1;44;1;34;1990;5;2;;1500000
2024;1;44;1;19;2005;4;4;;500000
2024;1;44;2;28;1996;8;4;913;1300000
2024;1;44;1;38;1986;5;2;;3600000
2024;1;44;2;40;1984;8;4;913;1800000
2024;1;44;1;29;1995;5;2;;500000
2024;1;44;1;29;1995;5;2;;2000000
2024;1;44;2;38;1986;5;2;;1500000
2024;1;44;1;26;1998;5;2;;1400000
2024;1;44;1;23;2001;5;1;;600000
2024;1;44;1;72;1952;3;5;;500000
2024;1;44;1;46;1978;8;4;1039;1300000
2024;1;44;1;20;2004;5;2;;1300000
2024;1;44;2;48;1976;10;10;315;1600000
2024;1;44;2;33;1991;11;2;988;5000000
2024;1;44;2;26;1998;5;2;;1500000
2024;1;44;1;47;1977;3;5;;1300000
2024;1;44;1;45;1979;10;10;411;7000000
2024;1;44;2;46;1978;10;10;315;2800000
2024;1;44;2;27;1997;9;6;411;1300000
2024;1;44;1;38;1986;8;4;716;1300000
2024;1;44;1;40;1984;5;2;;1300000
2024;1;44;2;32;1992;9;6;1022;2400000
2024;1;44;1;47;1977;1;0;;600000
2024;1;44;2;31;1993;10;10;1022;1700000
2024;1;44;1;30;1994;10;10;488;1300000
2024;1;44;1;29;1995;10;10;719;1500000
2024;1;44;2;68;1956;11;2;413;1300000
2024;1;44;1;79;1945;10;5;841;1200000
2024;1;44;2;42;1982;8;4;913;1200000
2024;1;44;1;68;1956;4;2;;600000
2024;1;44;2;46;1978;3;5;;550000
2024;1;44;1;50;1974;5;2;;900000
2024;1;44;1;40;1984;5;2;;960000
2024;1;44;2;48;1976;8;4;613;2600000
2024;1;47;1;52;1972;5;2;;3100000
2024;1;47;1;24;2000;8;4;2198;1900000
2024;1;47;1;29;1995;5;2;;1300000
2024;1;47;1;61;1963;10;10;414;2300000
2024;1;47;1;28;1996;5;2;;1300000
2024;1;47;2;22;2002;5;2;;1200000
2024;1;47;1;39;1985;5;2;;1200000
2024;1;47;2;33;1991;8;4;913;1600000
2024;1;47;1;49;1975;6;2;;1600000
2024;1;47;1;54;1970;5;2;;1500000
2024;1;47;1;56;1968;8;2;1032;1300000
2024;1;47;2;32;1992;8;4;414;1300000
2024;1;47;1;44;1980;6;2;;600000
2024;1;47;2;32;1992;10;10;411;1300000
2024;1;47;1;68;1956;4;2;;1300000
2024;1;47;2;42;1982;4;2;;1300000
2024;1;47;2;22;2002;4;3;;1080000
2024;1;47;1;25;1999;5;2;;1400000
2024;1;47;1;32;1992;9;6;811;1300000
2024;1;47;1;65;1959;4;2;;1300000
2024;1;47;1;27;1997;5;2;;1300000
2024;1;47;2;24;2000;8;4;913;1400000
2024;1;47;2;41;1983;8;4;913;1300000
2024;1;47;1;45;1979;5;2;;1600000
2024;1;47;1;39;1985;6;2;;1300000
2024;1;47;1;48;1976;5;2;;1500000
2024;1;47;2;19;2005;8;4;913;1300000
2024;1;47;2;26;1998;5;2;;550000
2024;1;47;1;31;1993;3;5;;1800000
2024;1;47;1;29;1995;4;3;;1200000
2024;1;47;1;27;1997;3;5;;1200000
2024;1;47;1;21;2003;4;1;;1200000
2024;1;47;2;44;1980;3;2;;600000
2024;1;47;1;26;1998;4;3;;500000
2024;1;47;1;39;1985;3;5;;900000
2024;1;47;1;23;2001;4;1;;1200000
2024;1;47;1;34;1990;5;2;;1300000
2024;1;47;2;39;1985;3;5;;550000
2024;1;47;2;58;1966;10;10;911;2850000
2024;1;47;2;45;1979;10;10;1013;2100000
2024;1;47;1;22;2002;8;4;913;1300000
2024;1;47;1;71;1953;9;6;419;5000000
2024;1;47;1;57;1967;10;10;421;4000000
2024;1;47;1;54;1970;11;2;413;3900000
2024;1;47;1;46;1978;10;10;215;2600000
2024;1;47;1;32;1992;5;2;;900000
2024;1;47;2;27;1996;5;2;;1300000
2024;1;47;1;48;1976;8;4;413;2400000
2024;1;47;1;47;1977;3;5;;1500000
2024;1;47;2;39;1985;5;2;;900000
2024;1;47;2;40;1984;4;4;;400000
2024;1;47;1;68;1956;3;5;;12520000
2024;1;47;1;49;1975;5;2;;1200000
2024;1;47;1;45;1979;4;4;;1200000
2024;1;47;2;65;1959;5;2;;1200000
2024;1;47;1;37;1987;5;2;;4000000
2024;1;47;1;50;1974;3;5;;500000
2024;1;47;1;46;1978;1;0;;600000
2024;1;47;1;46;1978;5;2;;1400000
2024;1;47;2;52;1972;5;2;;600000
2024;1;47;1;46;1978;5;2;;1200000
2024;1;47;2;23;2001;5;2;;1300000
2024;1;47;2;53;1971;6;2;;1800000
2024;1;47;1;37;1987;4;1;;1300000
2024;1;47;1;43;1981;4;1;;1500000
2024;1;47;2;58;1966;3;5;;600000
2024;1;47;1;34;1990;9;6;411;1500000
2024;1;47;1;23;2001;9;6;716;1400000
2024;1;47;1;34;1990;12;4;188;3200000
2024;1;47;1;25;1999;10;6;421;2600000
2024;1;47;1;60;1964;10;10;114;1300000
2024;1;47;2;29;1995;10;10;211;1600000
2024;1;47;1;35;1989;6;2;;1600000
2024;1;47;2;61;1963;5;2;;950000
2024;1;47;1;48;1976;12;4;111;3900000
2024;1;47;2;47;1977;10;10;111;2600000
2024;1;47;1;33;1991;10;10;729;1300000
2024;1;47;1;46;1978;3;2;;1900000
2024;1;47;2;51;1973;3;2;;900000
2024;1;47;1;37;1987;5;2;;600000
2024;1;47;1;39;1985;5;2;;1500000
2024;1;47;2;32;1992;5;2;;600000
2024;1;47;1;52;1972;5;2;;1600000
2024;1;47;2;38;1986;10;10;912;3900000
2024;1;47;1;39;1985;10;10;911;2600000
2024;1;47;2;51;1973;10;10;488;960000
2024;1;47;1;56;1968;5;2;;2550000
2024;1;47;1;70;1954;5;2;;1800000
2024;1;47;1;66;1958;3;5;;600000
2024;1;47;2;26;1998;5;2;;1700000
2024;1;47;1;64;1960;10;10;511;3900000
2024;1;47;1;54;1970;6;2;;1200000
2024;1;47;2;30;1994;10;10;788;2600000
2024;1;47;2;28;1996;10;10;11;2600000
2024;1;47;1;35;1989;11;2;1014;2500000
2024;1;47;2;57;1967;8;4;414;1800000
2024;1;47;1;66;1958;11;2;111;4000000
2024;1;47;2;33;1991;5;2;;400000
2024;1;47;1;18;2006;5;2;;400000
2024;1;50;2;41;1983;10;10;311;2000000
2024;1;50;2;36;1988;11;2;413;5153000
2024;1;50;1;36;1988;11;2;412;6800000
2024;1;50;1;41;1983;4;4;;1300000
2024;1;50;2;42;1982;4;3;;240000
2024;1;50;1;44;1980;10;10;413;1300000
2024;1;50;1;40;1984;11;2;413;6108000
2024;1;50;2;34;1990;11;2;411;4000000
2024;1;50;1;33;1991;5;2;;2000000
2024;1;50;1;15;2009;4;2;;600000
2024;1;50;2;28;1996;5;2;;600000
2024;1;50;1;44;1980;3;2;;600000
2024;1;50;1;35;1989;5;2;;1400000
2024;1;50;1;60;1964;5;2;;1400000
2024;1;50;2;41;1983;11;2;919;18000000
2024;1;50;1;38;1986;8;4;414;10000000
2024;1;50;2;47;1977;3;5;;600000
2024;1;50;1;51;1973;3;5;;1300000
2024;1;50;1;24;2000;5;2;;1300000
2024;1;50;1;22;2002;4;4;;1300000
2024;1;50;2;41;1983;5;2;;900000
2024;1;50;1;44;1980;5;2;;1200000
2024;1;50;1;22;2002;5;2;;1400000
2024;1;50;1;38;1985;10;10;819;10000000
2024;1;50;1;53;1971;5;2;;1100000
2024;1;50;1;29;1995;8;4;729;2700000
2024;1;50;2;49;1975;5;2;;2325000
2024;1;50;2;49;1975;9;6;613;2038000
2024;1;50;1;26;1998;10;10;421;7400000
2024;1;50;1;44;1980;8;4;11;2600000
2024;1;50;1;57;1967;3;5;;2000000
2024;1;50;1;22;2002;5;2;;1800000
2024;1;50;2;44;1980;8;4;411;1462000
2024;1;50;2;23;2001;5;2;;1500000
2024;1;50;1;42;1982;5;2;;1300000
2024;1;50;1;42;1982;5;2;;1300000
2024;1;50;1;59;1965;3;2;;1500000
2024;1;50;2;42;1982;5;2;;1200000
2024;1;50;1;26;1998;5;2;;1300000
2024;1;50;1;46;1978;5;2;;2000000
2024;1;50;2;45;1979;5;2;;600000
2024;1;50;1;20;2004;5;2;;1100000
2024;1;50;1;44;1980;5;2;;1462000
2024;1;50;2;49;1975;9;6;911;600000
2024;1;50;2;35;1989;5;2;;1462000
2024;1;50;1;36;1988;10;6;413;1400000
2024;1;50;2;40;1984;10;10;411;2900000
2024;1;50;2;28;1996;10;10;1022;2100000
2024;1;50;2;36;1988;6;2;;1400000
2024;1;50;2;48;1976;5;2;;1300000
2024;1;50;2;28;1996;5;2;;1300000
2024;1;50;1;27;1997;3;5;;1600000
2024;1;50;2;51;1973;4;3;;600000
2024;1;50;1;31;1993;9;1;613;1200000
2024;1;50;2;22;2002;6;2;;2000000
2024;1;50;1;53;1971;10;10;411;12000000
2024;1;50;2;45;1979;12;4;313;6400000
2024;1;50;1;50;1974;9;6;715;5000000
2024;1;50;1;41;1983;5;2;;1500000
2024;1;50;1;35;1989;5;2;;1300000
2024;1;50;1;33;1991;3;5;;500000
2024;1;50;1;52;1972;5;2;;1300000
2024;1;50;2;26;1998;8;4;416;1438000
2024;1;50;2;43;1981;5;2;;1450000
2024;1;50;1;59;1965;3;3;;1300000
2024;1;50;2;31;1993;10;10;413;1900000
2024;1;50;1;47;1977;5;2;;1600000
2024;1;50;1;25;1999;8;4;613;2500000
2024;1;50;2;22;2002;10;10;411;1300000
2024;1;50;2;21;2003;9;5;916;1300000
2024;1;50;2;42;1982;5;2;;1600000
2024;1;50;1;37;1987;5;2;;1500000
2024;1;50;1;59;1964;9;6;413;10000000
2024;1;50;2;42;1982;11;2;421;7600000
2024;1;50;2;32;1992;5;1;;2000000
2024;1;50;1;66;1958;9;6;811;5000000
2024;1;50;1;26;1998;10;10;732;2600000
2024;1;50;1;32;1992;12;2;731;6995200
2024;1;50;1;65;1959;11;2;413;4000000
2024;1;50;1;63;1961;10;10;732;4000000
2024;1;50;1;53;1971;11;2;1016;15000000
2024;1;50;2;54;1970;10;10;412;4500000
2024;1;50;1;62;1962;5;2;;2000000
2024;1;50;1;35;1989;10;10;421;2500000
2024;1;50;2;44;1980;10;10;411;5700000
2024;1;50;2;44;1980;5;2;;960000
2024;1;50;1;54;1970;11;2;412;13300000
2024;1;50;2;31;1993;10;10;413;7200000
2024;1;50;1;28;1996;10;10;732;10000000
2024;1;50;2;30;1994;10;10;411;7000000
2024;1;50;1;47;1977;3;5;;1500000
2024;1;50;1;47;1977;3;5;;1300000
2024;1;50;1;25;1999;5;2;;1300000
2024;1;50;1;74;1950;10;10;311;9000000
2024;1;50;1;37;1987;12;4;732;4500000
2024;1;50;1;59;1965;5;2;;1200000
2024;1;50;1;41;1983;10;10;521;6000000
2024;1;50;1;44;1980;5;2;;1300000
2024;1;50;2;35;1989;3;5;;1600000
2024;1;50;2;42;1982;10;10;613;1500000
2024;1;50;1;20;2004;10;7;788;1462000
2024;1;50;2;33;1991;10;10;421;4000000
2024;1;50;1;32;1992;10;10;421;4500000
2024;1;50;2;49;1975;11;2;915;3060000
2024;1;50;1;51;1973;10;10;413;2000000
2024;1;50;2;59;1965;5;2;;1300000
2024;1;50;1;23;2001;5;2;;1300000
2024;1;52;1;48;1976;8;2;413;1300000
2024;1;52;1;24;2000;5;2;;1500000
2024;1;52;2;46;1978;5;2;;600000
2024;1;52;2;29;1995;5;2;;1200000
2024;1;52;2;32;1992;5;2;;600000
2024;1;52;2;35;1989;5;2;;1600000
2024;1;52;1;50;1974;4;2;;600000
2024;1;52;2;49;1975;3;3;;500000
2024;1;52;1;28;1996;5;2;;1100000
2024;1;52;2;39;1985;5;2;;600000
2024;1;52;2;23;2001;10;5;315;1300000
2024;1;52;1;54;1970;11;4;912;6300000
2024;1;52;2;36;1988;10;10;111;1200000
2024;1;52;2;38;1986;8;2;613;400000
2024;1;52;1;34;1990;5;2;;1200000
2024;1;52;1;46;1978;3;2;;600000
2024;1;52;1;51;1973;3;5;;820000
2024;1;52;1;44;1980;4;1;;1200000
2024;1;52;1;20;2004;8;4;916;1466000
2024;1;52;2;32;1992;12;4;421;9000000
2024;1;52;2;25;1999;6;2;;1700000
2024;1;52;2;35;1989;10;10;239;1300000
2024;1;52;1;44;1980;10;10;613;1300000
2024;1;52;1;44;1980;3;2;;1200000
2024;1;52;2;48;1976;6;2;;950000
2024;1;52;1;61;1963;6;2;;2000000
2024;1;52;1;34;1990;10;10;917;1500000
2024;1;52;2;52;1972;5;2;;1300000
2024;1;52;1;50;1974;5;2;;1500000
2024;1;52;2;40;1984;10;10;419;1700000
2024;1;52;2;65;1959;10;6;111;2500000
2024;1;52;2;38;1986;10;10;411;2800000
2024;1;52;1;66;1958;4;4;;400000
2024;1;52;1;34;1990;3;5;;1200000
2024;1;52;2;35;1989;6;2;;900000
2024;1;52;1;54;1970;4;1;;1400000
2024;1;52;2;38;1986;12;1;732;6883000
2024;1;52;2;29;1995;5;2;;1760000
2024;1;52;1;59;1965;5;2;;1240000
2024;1;52;2;56;1968;3;5;;275000
2024;1;52;1;35;1989;5;2;;900000
2024;1;52;1;24;2000;5;2;;400000
2024;1;52;1;42;1982;5;2;;1300000
2024;1;52;2;43;1981;10;10;411;2300000
2024;1;52;1;53;1971;3;4;;500000
2024;1;52;1;57;1967;11;2;111;4100000
2024;1;52;1;30;1994;10;10;719;1462000
2024;1;52;1;31;1993;10;12;912;3780000
2024;1;52;1;26;1998;10;8;532;400000
2024;1;52;1;68;1956;3;5;;1300000
2024;1;52;2;36;1988;12;1;119;3400000
2024;1;52;2;32;1992;12;3;414;1920000
2024;1;52;1;57;1967;3;5;;600000
2024;1;52;2;28;1996;11;0;119;2400000
2024;1;52;2;31;1993;8;2;913;1300000
2024;1;52;1;37;1987;5;2;;4050000
2024;1;52;2;49;1975;3;5;;500000
2024;1;52;1;47;1977;5;2;;1300000
2024;1;52;2;32;1992;5;2;;1440000
2024;1;52;2;35;1989;10;10;313;2300000
2024;1;52;2;60;1964;4;3;;600000
2024;1;52;2;19;2005;5;2;;1300000
2024;1;52;1;38;1986;12;4;619;6000000
2024;1;52;2;34;1990;11;2;421;7000000
2024;1;52;1;41;1983;10;10;613;17000000
2024;1;52;2;39;1985;12;4;414;3500000
2024;1;52;1;52;1972;12;4;414;3900000
2024;1;52;2;50;1974;5;2;;500000
2024;1;52;1;61;1963;10;10;311;1870000
2024;1;52;1;29;1995;10;10;119;2000000
2024;1;52;2;30;1994;10;10;315;600000
2024;1;52;2;44;1980;5;2;;900000
2024;1;52;1;42;1982;5;2;;1300000
2024;1;52;1;48;1976;10;10;811;3500000
2024;1;52;2;43;1981;12;4;111;6000000
2024;1;52;1;66;1958;3;5;;600000
2024;1;52;1;34;1990;10;10;412;4500000
2024;1;52;1;41;1983;12;4;912;4800000
2024;1;52;1;52;1972;10;10;411;2400000
2024;1;52;1;24;2000;10;9;411;1300000
2024;1;52;1;23;2001;5;2;;1200000
2024;1;52;1;48;1976;5;2;;600000
2024;1;52;2;54;1970;8;2;721;900000
2024;1;52;1;44;1980;5;2;;600000
2024;1;52;2;41;1983;10;6;413;1300000
2024;1;52;1;44;1980;5;2;;1200000
2024;1;52;1;18;2006;4;4;;600000
2024;1;52;2;49;1975;5;2;;600000
2024;1;52;1;26;1998;5;2;;900000
2024;1;52;1;30;1994;10;10;411;1400000
2024;1;52;2;50;1974;5;2;;1500000
2024;1;54;2;34;1990;5;2;;1300000
2024;1;54;1;39;1985;5;2;;1300000
2024;1;54;1;76;1948;3;2;;1680000
2024;1;54;2;63;1961;3;2;;240000
2024;1;54;1;42;1982;5;2;;1800000
2024;1;54;2;32;1992;10;10;411;1500000
2024;1;54;1;37;1987;10;6;719;1300000
2024;1;54;2;51;1973;3;2;;1240000
2024;1;54;1;29;1995;5;1;;1300000
2024;1;54;1;22;2002;6;2;;1200000
2024;1;54;1;37;1987;5;2;;2000000
2024;1;54;1;46;1978;3;5;;900000
2024;1;54;2;44;1980;5;2;;600000
2024;1;54;2;25;1999;10;10;413;1300000
2024;1;54;1;19;2005;5;2;;1200000
2024;1;54;2;29;1995;10;9;421;2600000
2024;1;54;2;40;1984;10;10;413;1600000
2024;1;54;1;47;1977;3;5;;250000
2024;1;54;2;37;1987;4;3;;1250000
2024;1;54;1;36;1988;4;4;;1300000
2024;1;54;1;31;1993;5;2;;600000
2024;1;54;1;29;1995;6;2;;1300000
2024;1;54;2;49;1975;5;2;;900000
2024;1;54;1;52;1972;8;4;721;1800000
2024;1;54;2;49;1975;6;2;;1300000
2024;1;54;1;56;1968;6;2;;1300000
2024;1;54;1;25;1999;10;8;114;1200000
2024;1;54;2;20;2004;8;4;919;1600000
2024;1;54;1;50;1974;3;5;;1300000
2024;1;54;2;48;1976;5;2;;1700000
2024;1;54;1;42;1982;5;2;;1200000
2024;1;54;2;51;1973;3;2;;1300000
2024;1;54;1;30;1994;5;2;;600000
2024;1;54;1;25;1999;5;1;;2000000
2024;1;54;2;23;2001;5;2;;1500000
2024;1;54;1;40;1984;5;2;;900000
2024;1;54;2;62;1962;6;2;;1300000
2024;1;54;1;47;1977;5;2;;1200000
2024;1;54;1;49;1975;3;3;;1200000
2024;1;54;2;74;1950;4;3;;4000000
2024;1;54;1;28;1996;3;5;;1900000
2024;1;54;2;56;1968;5;2;;1100000
2024;1;54;2;35;1989;5;2;;500000
2024;1;54;2;20;2004;8;2;213;600000
2024;1;54;1;36;1988;5;2;;1550000
2024;1;54;1;66;1958;11;6;912;4700000
2024;1;54;1;43;1981;3;4;;1300000
2024;1;54;2;46;1978;3;5;;500000
2024;1;54;1;57;1967;3;5;;1200000
2024;1;54;1;48;1976;8;4;613;1300000
2024;1;54;1;28;1996;5;2;;1300000
2024;1;54;2;25;1999;4;2;;1800000
2024;1;54;2;40;1984;4;4;;1200000
2024;1;54;1;30;1994;10;10;114;1200000
2024;1;54;1;32;1992;5;2;;1200000
2024;1;54;1;22;2002;5;2;;1100000
2024;1;54;1;33;1991;5;2;;2900000
2024;1;54;1;30;1994;8;4;612;1300000
2024;1;54;2;29;1995;8;4;414;1300000
2024;1;54;2;25;1999;10;10;421;1300000
2024;1;54;1;55;1969;9;6;714;2600000
2024;1;54;2;32;1992;5;2;;1300000
2024;1;54;2;44;1980;4;3;;400000
2024;1;54;1;28;1996;4;3;;600000
2024;1;54;2;50;1974;8;4;413;1300000
2024;1;54;1;45;1979;12;4;413;6000000
2024;1;54;1;40;1984;6;2;;1300000
2024;1;54;1;47;1977;3;4;;1200000
2024;1;54;1;44;1980;5;2;;960000
2024;1;54;2;42;1982;5;2;;320000
2024;1;54;2;24;2000;8;2;413;1300000
2024;1;54;2;21;2003;10;10;211;1400000
2024;1;54;1;59;1965;3;5;;600000
2024;1;54;2;40;1984;5;2;;1300000
2024;1;54;1;41;1983;5;2;;1200000
2024;1;54;2;38;1986;6;2;;2000000
2024;1;54;2;33;1991;10;10;511;500000
2024;1;54;1;50;1974;11;1;619;2300000
2024;1;54;1;26;1998;5;2;;900000
2024;1;54;2;29;1995;8;4;1022;1250000
2024;1;54;2;29;1995;5;2;;400000
2024;1;54;1;64;1960;3;5;;1600000
2024;1;54;1;23;2001;5;2;;1300000
2024;1;54;2;36;1988;4;4;;600000
2024;1;54;1;45;1979;5;2;;1500000
2024;1;54;1;44;1980;1;0;;1200000
2024;1;54;1;27;1997;5;2;;1300000
2024;1;54;2;27;1997;5;2;;1080000
2024;1;54;1;57;1967;4;2;;500000
2024;1;54;1;31;1993;5;2;;1300000
2024;1;54;2;57;1967;8;4;413;1300000
2024;1;54;2;29;1995;8;5;913;1450000
2024;1;54;1;54;1970;9;6;919;1800000
2024;1;54;2;50;1974;10;10;411;2700000
2024;1;54;2;45;1979;5;2;;2000000
2024;1;54;1;29;1995;5;2;;2300000
2024;1;63;2;23;2001;10;10;411;1800000
2024;1;63;1;46;1978;5;2;;3300000
2024;1;63;2;46;1978;8;4;411;1300000
2024;1;63;2;38;1986;9;6;414;1300000
2024;1;63;1;35;1989;5;2;;3400000
2024;1;63;1;27;1997;8;4;721;1300000
2024;1;63;1;23;2001;9;6;613;1300000
2024;1;63;2;64;1960;5;2;;550000
2024;1;63;2;28;1996;10;10;421;4000000
2024;1;63;1;44;1980;10;4;413;5000000
2024;1;63;2;40;1984;12;4;111;3500000
2024;1;63;2;43;1981;10;10;413;4000000
2024;1;63;2;24;2000;5;2;;1300000
2024;1;63;2;34;1990;4;2;;1300000
2024;1;63;1;41;1983;5;2;;1300000
2024;1;63;1;53;1971;3;5;;960000
2024;1;63;2;30;1994;10;10;841;2100000
2024;1;63;1;48;1976;4;2;;1300000
2024;1;63;2;40;1984;10;10;413;2300000
2024;1;63;1;39;1985;8;4;413;1300000
2024;1;63;1;25;1999;9;6;611;1300000
2024;1;63;1;43;1981;5;2;;1500000
2024;1;63;2;42;1982;10;10;413;2400000
2024;1;63;1;30;1994;5;2;;1300000
2024;1;63;1;21;2003;5;2;;1450000
2024;1;63;2;51;1973;3;4;;400000
2024;1;63;2;36;1988;3;4;;240000
2024;1;63;2;39;1985;3;4;;1300000
2024;1;63;1;23;2001;5;2;;1300000
2024;1;63;1;42;1982;8;4;415;1300000
2024;1;63;1;59;1965;3;5;;1300000
2024;1;63;1;32;1992;4;2;;1300000
2024;1;63;2;29;1995;5;2;;1800000
2024;1;63;2;57;1967;5;2;;1300000
2024;1;63;1;39;1985;4;1;;1700000
2024;1;63;2;52;1972;5;2;;1300000
2024;1;63;2;62;1962;3;5;;1800000
2024;1;63;2;38;1986;3;4;;1300000
2024;1;63;2;23;2001;5;2;;1300000
2024;1;63;2;20;2004;10;8;613;1300000
2024;1;63;2;37;1987;5;2;;1300000
2024;1;63;1;60;1964;5;2;;1500000
2024;1;63;1;68;1956;4;4;;1200000
2024;1;63;1;62;1962;4;3;;450000
2024;1;63;1;21;2003;10;9;1014;2100000
2024;1;63;1;72;1952;4;3;;600000
2024;2;63;1;63;1961;3;4;;1600000
2024;1;63;1;25;1999;8;4;715;1600000
2024;1;63;1;32;1992;8;4;911;1500000
2024;1;63;1;32;1992;8;4;1012;1500000
2024;1;63;1;56;1968;3;5;;1300000
2024;1;63;2;52;1972;3;5;;1300000
2024;1;63;1;24;2000;5;2;;1300000
2024;1;63;1;19;2005;9;5;713;975000
2024;1;63;1;49;1975;9;6;731;2000000
2024;1;63;1;52;1972;4;4;;2000000
2024;1;63;1;30;1994;5;2;;1500000
2024;1;63;2;47;1977;3;5;;1300000
2024;1;63;1;28;1996;4;4;;1400000
2024;1;63;1;31;1993;10;10;511;7000000
2024;1;63;2;34;1990;10;10;414;900000
2024;1;63;1;23;2001;10;6;721;400000
2024;1;63;1;36;1988;8;4;1013;1500000
2024;1;63;1;46;1978;10;10;419;3500000
2024;1;63;2;55;1969;5;2;;1300000
2024;1;63;1;56;1968;4;3;;1800000
2024;1;63;1;44;1980;3;5;;1300000
2024;1;63;1;53;1971;3;5;;270000
2024;1;63;2;51;1973;5;2;;400000
2024;1;63;2;39;1985;5;2;;1300000
2024;1;63;2;54;1970;5;2;;2000000
2024;1;63;2;53;1971;4;3;;550000
2024;1;63;1;53;1971;5;2;;1300000
2024;1;63;1;39;1985;9;5;713;1300000
2024;1;63;2;40;1984;12;4;222;6500000
2024;1;63;1;51;1973;4;2;;1500000
2024;1;63;2;24;2000;5;2;;1300000
2024;1;63;1;41;1983;10;10;321;1400000
2024;1;63;1;57;1967;6;2;;1300000
2024;1;63;2;40;1984;8;4;913;1300000
2024;1;63;2;44;1980;5;2;;1300000
2024;1;63;1;56;1968;5;2;;1800000
2024;1;63;1;27;1997;12;4;721;2400000
2024;1;63;1;43;1981;5;2;;1300000
2024;1;63;1;30;1994;5;2;;1800000
2024;1;63;2;26;1998;6;2;;400000
2024;1;63;1;62;1962;3;5;;1300000
2024;1;63;2;51;1973;8;4;413;1800000
2024;1;63;1;35;1989;5;2;;1300000
2024;1;63;1;61;1963;5;1;;1300000
2024;1;63;1;33;1991;10;10;413;600000
2024;1;63;1;29;1995;5;2;;1300000
2024;1;63;1;39;1985;5;2;;1300000
2024;1;63;1;63;1961;4;3;;1200000
2024;1;63;1;50;1974;4;4;;1300000
2024;1;63;1;46;1978;10;10;411;3500000
2024;1;63;1;56;1968;5;2;;3500000
2024;1;63;2;60;1964;5;2;;1300000
2024;1;63;2;28;1996;4;1;;1300000
2024;1;63;1;57;1967;5;2;;1400000
2024;1;63;2;43;1981;5;2;;1300000
2024;1;63;2;57;1967;11;2;541;6500000
2024;1;63;2;66;1958;3;4;;1300000
2024;1;63;1;55;1969;5;2;;1800000
2024;1;63;2;52;1972;9;6;721;2500000
2024;1;63;1;79;1945;6;2;;2000000
2024;1;63;1;38;1986;5;2;;2000000
2024;1;63;1;34;1990;6;2;;2000000
2024;1;63;1;54;1970;5;2;;2000000
2024;1;63;1;41;1983;8;6;613;2500000
2024;1;63;2;30;1994;10;10;413;2500000
2024;1;63;1;53;1971;11;2;413;4000000
2024;1;63;2;48;1976;13;6;229;8000000
2024;1;63;1;45;1979;10;10;613;14000000
2024;1;63;1;33;1991;10;10;413;1700000
2024;1;63;1;41;1983;10;10;719;2800000
