directorio,secuencia_p,orden,hogar,regis,per,p3271,p6040,p3042,inglabo,id_registro_original
8446224,1,3,1,10,2025,2,38,10.0,3200000.0,24084
8466817,1,1,1,10,2025,1,44,3.0,1550000.0,50645
8449195,1,1,1,10,2025,1,59,10.0,6500000.0,30593
8463735,1,4,1,10,2025,1,75,3.0,1200000.0,43966
8449232,1,2,1,10,2025,1,68,1.0,1300000.0,30679
8465079,1,2,1,10,2025,1,61,3.0,720000.0,46950
8467374,1,1,1,10,2025,2,42,5.0,1600000.0,52053
8466359,1,1,1,10,2025,2,28,8.0,1800000.0,49495
8471210,1,2,1,10,2025,2,24,5.0,1600000.0,61543
8443098,1,1,1,10,2025,1,46,10.0,5000000.0,16716
8465753,1,1,1,10,2025,1,36,5.0,1000000.0,48224
8469953,1,2,1,10,2025,2,53,4.0,1423500.0,58557
8439564,1,2,1,10,2025,1,50,6.0,950000.0,8570
8463158,1,2,1,10,2025,2,25,9.0,2700000.0,42507
8436501,1,1,1,10,2025,1,34,5.0,2600000.0,1303
8443153,1,1,1,10,2025,1,31,8.0,1423500.0,16841
8462354,1,1,1,10,2025,1,32,4.0,1800000.0,40800
8466660,1,1,1,10,2025,1,75,3.0,1200000.0,50288
8437047,1,1,1,10,2025,1,54,8.0,1400000.0,2822
8469508,1,2,1,10,2025,2,40,10.0,2000000.0,57377
8462888,1,1,1,10,2025,1,57,5.0,1500000.0,41964
8468847,1,2,1,10,2025,2,27,9.0,1800000.0,55669
8440682,1,2,1,10,2025,2,61,10.0,1800000.0,11181
8470500,1,1,1,10,2025,1,32,9.0,2600000.0,59881
8445547,1,2,1,10,2025,2,19,6.0,720000.0,22514
8436450,1,1,1,10,2025,1,22,5.0,2745000.0,1176
8447422,1,1,1,10,2025,1,29,8.0,1500000.0,26951
8469157,1,2,1,10,2025,1,49,5.0,500000.0,56459
8471544,1,1,1,10,2025,1,74,10.0,3000000.0,62171
8465447,1,1,1,10,2025,1,72,3.0,300000.0,47637
8439348,1,1,1,10,2025,2,50,10.0,2500000.0,8076
8448334,1,1,1,10,2025,1,56,10.0,2000000.0,28918
8469116,1,1,1,10,2025,1,58,5.0,1423500.0,56333
8450968,1,3,1,10,2025,2,34,5.0,750000.0,35048
8467889,1,2,1,10,2025,1,18,5.0,1423500.0,53322
8467947,1,1,1,10,2025,2,40,3.0,1280000.0,53487
8437412,1,3,1,10,2025,1,45,12.0,1500000.0,3755
8464969,1,2,1,10,2025,1,45,10.0,4000000.0,46671
8444588,1,1,1,10,2025,1,44,8.0,1650000.0,20539
8444884,1,1,1,10,2025,1,50,4.0,2000000.0,21315
8469266,1,3,1,10,2025,1,29,5.0,1800000.0,56727
8449861,1,1,1,10,2025,2,44,11.0,4270000.0,32305
8467643,1,2,1,10,2025,1,52,3.0,2700000.0,52711
8442232,1,1,1,10,2025,1,41,10.0,7000000.0,14624
8468971,1,2,1,10,2025,2,26,10.0,1500000.0,55938
8449167,1,1,1,10,2025,1,50,3.0,1800000.0,30527
8447072,1,2,1,10,2025,1,62,5.0,3000000.0,26159
8461758,1,2,1,10,2025,2,32,10.0,3540000.0,39305
8447214,1,1,1,10,2025,2,45,4.0,600000.0,26379
8436881,1,1,1,10,2025,2,58,5.0,1663500.0,2341
8466713,1,2,1,10,2025,1,26,5.0,3000000.0,50421
8469004,1,2,1,10,2025,2,39,8.0,1423500.0,56026
8443348,1,1,1,10,2025,1,20,5.0,1500000.0,17341
8439065,1,1,1,10,2025,1,26,5.0,3000000.0,7415
8437104,1,1,1,10,2025,2,41,10.0,8000000.0,2951
8438085,1,1,1,10,2025,1,47,6.0,1700000.0,5166
8439499,1,1,1,10,2025,1,48,8.0,900000.0,8403
8436483,1,2,1,10,2025,2,42,10.0,2000000.0,1255
8471739,1,1,1,10,2025,2,35,5.0,1000000.0,62545
8446575,1,5,1,10,2025,1,26,9.0,2000000.0,25044
8463600,1,1,1,10,2025,2,44,9.0,1423500.0,43659
8463215,1,3,1,10,2025,2,30,8.0,1423500.0,42668
8451510,1,4,1,10,2025,2,26,5.0,600000.0,36442
8443457,1,1,1,10,2025,1,26,3.0,1423500.0,17623
8463732,1,2,1,10,2025,1,44,5.0,1800000.0,43956
8440551,1,1,1,10,2025,1,47,11.0,5000000.0,10793
8465351,1,2,1,10,2025,2,27,10.0,720000.0,47465
8443046,1,1,1,10,2025,2,60,3.0,460000.0,16590
8441887,1,1,1,10,2025,1,44,4.0,600000.0,13738
8452154,1,1,1,10,2025,1,55,5.0,2080000.0,38084
8468289,1,2,1,10,2025,2,35,5.0,400000.0,54237
8467729,1,1,1,10,2025,2,44,5.0,1423500.0,52898
8463007,1,2,1,10,2025,1,17,4.0,300000.0,42218
8439095,1,1,1,10,2025,2,30,8.0,400000.0,7504
8473369,1,1,1,10,2025,1,34,8.0,9200000.0,65764
8448568,1,1,1,10,2025,2,36,10.0,2500000.0,29413
8466400,1,1,1,10,2025,2,53,3.0,100000.0,49615
8449785,1,1,1,10,2025,1,34,5.0,2200000.0,32105
8466101,2,2,2,10,2025,2,53,5.0,220000.0,48964
8465555,1,1,1,10,2025,2,56,3.0,1600000.0,47861
8471030,1,2,1,10,2025,1,38,8.0,2000000.0,61199
8464681,1,4,1,10,2025,2,35,8.0,500000.0,46051
8469344,1,3,1,10,2025,2,46,5.0,1000000.0,56988
8468211,1,1,1,10,2025,1,63,3.0,500000.0,54072
8443791,1,4,1,10,2025,2,20,10.0,400000.0,18497
8466405,1,2,1,10,2025,1,27,6.0,3500000.0,49636
8446940,1,1,1,10,2025,2,32,8.0,1900000.0,25878
8450644,1,1,1,10,2025,2,52,3.0,500000.0,34261
8464984,1,3,1,10,2025,1,27,10.0,1423500.0,46706
8441448,1,1,1,10,2025,2,45,3.0,800000.0,12779
8466146,1,1,1,10,2025,1,54,3.0,600000.0,49064
8448992,1,1,1,10,2025,2,47,11.0,9620000.0,30207
8462834,1,1,1,10,2025,1,46,4.0,3000000.0,41863
8435999,1,1,1,10,2025,1,43,4.0,270000.0,99
8451663,1,2,1,10,2025,1,55,5.0,1425000.0,36810
8448584,1,1,1,10,2025,1,21,5.0,1500000.0,29460
8449861,1,2,1,10,2025,1,37,11.0,7200000.0,32306
8447204,1,1,1,10,2025,2,27,5.0,1450000.0,26349
8438485,1,1,1,10,2025,2,60,4.0,250000.0,6125
8443575,1,2,1,10,2025,1,50,3.0,1200000.0,17942
8436914,1,3,1,10,2025,2,25,10.0,700000.0,2471
8465996,1,1,1,10,2025,2,25,5.0,750000.0,48783
8469900,1,4,1,10,2025,1,41,9.0,3800000.0,58405
8437674,1,1,1,10,2025,2,23,10.0,1423500.0,4342
8450301,1,2,1,10,2025,2,41,5.0,560000.0,33417
8470780,1,1,1,10,2025,1,40,5.0,1423500.0,60608
8442371,1,3,1,10,2025,1,54,5.0,450000.0,14980
8441839,1,1,1,10,2025,1,48,8.0,1400000.0,13579
8451158,1,1,1,10,2025,2,30,8.0,1400000.0,35527
8436002,1,2,1,10,2025,1,60,10.0,6750000.0,115
8445636,1,1,1,10,2025,1,54,5.0,800000.0,22726
8444669,1,1,1,10,2025,1,58,6.0,1423500.0,20746
8441365,1,1,1,10,2025,2,38,8.0,1423500.0,12611
8466803,1,2,1,10,2025,1,33,8.0,1400000.0,50611
8447215,1,2,1,10,2025,1,63,5.0,1800000.0,26382
8450161,1,9,1,10,2025,1,52,5.0,1423500.0,33062
8451697,1,2,1,10,2025,2,46,11.0,4000000.0,36900
8444248,1,2,1,10,2025,2,41,3.0,500000.0,19641
8445593,1,1,1,10,2025,1,23,5.0,1800000.0,22632
8441706,1,1,1,10,2025,2,33,9.0,2000000.0,13341
8446530,1,1,1,10,2025,1,25,9.0,960000.0,24903
8447966,1,1,1,10,2025,1,39,5.0,3000000.0,28164
8469600,1,1,1,10,2025,1,51,5.0,1700000.0,57629
8445669,1,1,1,10,2025,2,34,5.0,800000.0,22803
8449384,1,1,1,10,2025,1,33,3.0,1200000.0,31103
8437237,1,1,1,10,2025,1,44,5.0,1423500.0,3263
8466788,1,3,1,10,2025,2,38,5.0,560000.0,50571
8438250,1,1,1,10,2025,2,26,10.0,2300000.0,5510
8443936,1,2,1,10,2025,2,48,10.0,5000000.0,18870
8446187,1,2,1,10,2025,2,58,10.0,5694000.0,23992
8468016,1,2,1,10,2025,2,32,5.0,1500000.0,53650
8471130,1,2,1,10,2025,2,21,8.0,800000.0,61447
8442535,1,1,1,10,2025,1,30,5.0,500000.0,15349
8450051,1,2,1,10,2025,1,33,10.0,1200000.0,32779
8463193,1,2,1,10,2025,2,27,10.0,3000000.0,42598
8464245,1,1,1,10,2025,2,32,4.0,480000.0,45031
8444295,1,2,1,10,2025,1,37,8.0,3000000.0,19762
8450474,1,3,1,10,2025,1,33,5.0,1000000.0,33823
8451185,1,1,1,10,2025,2,26,4.0,1200000.0,35597
8448816,1,1,1,10,2025,1,31,5.0,1000000.0,29936
8445638,1,1,1,10,2025,1,62,1.0,1000000.0,22731
8469195,1,1,1,10,2025,2,56,11.0,5060000.0,56560
8464551,1,1,1,10,2025,2,54,4.0,1423500.0,45723
8441566,1,3,1,10,2025,1,25,10.0,2900000.0,13045
8469062,1,2,1,10,2025,2,31,10.0,3000000.0,56179
8448511,1,1,1,10,2025,2,36,8.0,3000000.0,29293
8449601,1,2,1,10,2025,2,39,5.0,750000.0,31642
8465243,1,2,1,10,2025,1,40,1.0,800000.0,47304
8447392,1,1,1,10,2025,1,56,5.0,700000.0,26876
8441435,1,1,1,10,2025,2,52,3.0,1423500.0,12743
8463828,1,2,1,10,2025,2,32,5.0,1400000.0,44217
8442096,1,2,1,10,2025,2,59,3.0,350000.0,14271
8468018,1,2,1,10,2025,1,55,3.0,1200000.0,53657
8470367,1,4,1,10,2025,2,45,5.0,1200000.0,59543
8463716,1,1,1,10,2025,1,28,8.0,2200000.0,43936
8451318,1,1,1,10,2025,1,66,3.0,480000.0,35948
8470591,1,1,1,10,2025,2,33,5.0,1800000.0,60098
8452062,1,1,1,10,2025,1,40,12.0,6500000.0,37833
8471110,1,3,1,10,2025,1,40,8.0,2500000.0,61395
8471649,1,1,1,10,2025,1,47,9.0,1800000.0,62391
8441581,1,1,1,10,2025,2,51,4.0,800000.0,13074
8448519,1,1,1,10,2025,2,28,10.0,3600000.0,29313
8467672,1,1,1,10,2025,2,56,8.0,1423000.0,52776
8447820,1,2,1,10,2025,2,52,10.0,3800000.0,27804
8448434,1,4,1,10,2025,1,24,5.0,1000000.0,29144
8463413,1,1,1,10,2025,2,46,9.0,2000000.0,43216
8466874,1,1,1,10,2025,2,56,5.0,2100000.0,50797
8469768,1,1,1,10,2025,1,54,3.0,600000.0,58104
8470144,1,1,1,10,2025,2,26,5.0,900000.0,59039
8472550,1,1,1,10,2025,2,43,5.0,3200000.0,64208
8438121,1,2,1,10,2025,1,66,11.0,3800000.0,5243
8451884,1,5,1,10,2025,2,24,9.0,780000.0,37385
8441181,1,3,1,10,2025,2,33,5.0,1840000.0,12244
8451589,1,1,1,10,2025,1,40,11.0,8000000.0,36602
8438463,1,1,1,10,2025,2,34,5.0,500000.0,6067
8445254,1,1,1,10,2025,2,44,5.0,1423500.0,21779
8469965,1,2,1,10,2025,2,46,10.0,6000000.0,58586
8451812,1,1,1,10,2025,2,54,6.0,1623500.0,37213
8436623,1,1,1,10,2025,2,49,4.0,1500000.0,1636
8437068,1,2,1,10,2025,1,19,5.0,1423500.0,2865
8463972,1,1,1,10,2025,2,48,8.0,1423500.0,44515
8463163,1,1,1,10,2025,1,61,5.0,1800000.0,42516
8446225,1,3,1,10,2025,2,25,10.0,1500000.0,24088
8452166,1,3,1,10,2025,2,30,10.0,3000000.0,38116
8446243,1,1,1,10,2025,2,65,3.0,1650000.0,24186
8441452,1,3,1,10,2025,1,19,10.0,1423500.0,12793
8436387,1,1,1,10,2025,1,78,3.0,1500000.0,1048
8450161,1,6,1,10,2025,1,61,5.0,1900000.0,33059
8441535,1,1,1,10,2025,1,42,5.0,1800000.0,12971
8449521,1,1,1,10,2025,1,50,1.0,700000.0,31448
8463252,1,5,1,10,2025,2,53,10.0,1423000.0,42748
8463639,1,2,1,10,2025,2,70,3.0,550000.0,43749
8437900,1,1,1,10,2025,1,60,3.0,1000000.0,4804
8452193,1,1,1,10,2025,1,60,3.0,1000000.0,38169
8447995,1,1,1,10,2025,2,46,8.0,1400000.0,28203
8436374,1,2,1,10,2025,2,46,5.0,1400000.0,1020
8438429,1,2,1,10,2025,2,52,5.0,1380000.0,5982
8441455,1,1,1,10,2025,1,38,9.0,3600000.0,12801
8442839,1,3,1,10,2025,1,19,10.0,300000.0,16066
8439165,1,1,1,10,2025,1,48,12.0,7000000.0,7643
8438417,1,2,1,10,2025,2,43,11.0,5000000.0,5941
8443343,1,1,1,10,2025,2,25,5.0,400000.0,17321
8438907,1,2,1,10,2025,1,23,5.0,400000.0,7072
8467482,1,2,1,10,2025,2,41,10.0,2700000.0,52314
8447279,1,3,1,10,2025,1,31,5.0,1500000.0,26575
8469066,1,2,1,10,2025,2,35,4.0,1280000.0,56190
8440493,1,1,1,10,2025,2,54,5.0,920000.0,10653
8447475,1,1,1,10,2025,2,39,8.0,800000.0,27076
8468677,1,2,1,10,2025,2,33,5.0,1423500.0,55204
8470586,1,1,1,10,2025,2,75,3.0,200000.0,60087
8469279,1,7,1,10,2025,1,47,5.0,1423500.0,56774
8463372,1,1,1,10,2025,2,34,8.0,1553500.0,43089
8473784,1,1,1,10,2025,1,49,3.0,600000.0,66213
8447027,1,1,1,10,2025,2,50,5.0,720000.0,26046
8462261,1,1,1,10,2025,2,34,5.0,1800000.0,40602
8463545,1,2,1,10,2025,1,24,5.0,1500000.0,43549
8451390,1,1,1,10,2025,1,73,3.0,1650000.0,36148
8463382,1,4,1,10,2025,1,19,10.0,2930000.0,43125
8468431,1,2,1,10,2025,1,53,5.0,1400000.0,54625
8451858,1,1,1,10,2025,1,29,10.0,5000000.0,37325
8443249,1,1,1,10,2025,1,43,8.0,3400000.0,17052
8442648,1,1,1,10,2025,2,25,5.0,700000.0,15581
8452248,1,1,1,10,2025,1,46,5.0,1423500.0,38320
8439535,1,1,1,10,2025,2,45,3.0,900000.0,8501
8469801,1,2,1,10,2025,1,36,8.0,1500000.0,58195
8472089,1,1,1,10,2025,1,41,10.0,5000000.0,63270
8441587,1,2,1,10,2025,1,39,3.0,2100000.0,13094
8452111,1,1,1,10,2025,1,46,5.0,1800000.0,37980
8442730,1,2,1,10,2025,1,24,9.0,1823000.0,15793
8466066,1,3,1,10,2025,2,54,5.0,1800000.0,48900
8469291,1,1,1,10,2025,2,40,5.0,500000.0,56817
8445173,1,1,1,10,2025,1,45,5.0,700000.0,21541
8442851,1,2,1,10,2025,2,56,10.0,30000000.0,16088
8440447,1,2,1,10,2025,1,22,10.0,1423500.0,10545
8443604,1,1,1,10,2025,1,66,1.0,500000.0,18025
8450138,1,1,1,10,2025,1,47,5.0,1000000.0,32987
8439166,1,1,1,10,2025,1,54,5.0,900000.0,7645
8443858,1,2,1,10,2025,1,38,5.0,8000000.0,18687
8466486,1,1,1,10,2025,2,55,6.0,500000.0,49871
8463508,1,4,1,10,2025,2,65,5.0,1500000.0,43475
8470072,1,1,1,10,2025,1,47,6.0,1800000.0,58864
8437483,1,1,1,10,2025,2,40,5.0,1423500.0,3951
8449087,1,3,1,10,2025,1,33,5.0,1300000.0,30406
8446550,1,2,1,10,2025,1,60,4.0,500000.0,24956
8436978,1,2,1,10,2025,1,26,5.0,1800000.0,2658
8451246,1,2,1,10,2025,2,56,11.0,6000000.0,35767
8443889,1,1,1,10,2025,1,55,5.0,1423500.0,18758
8450315,1,1,1,10,2025,2,37,8.0,900000.0,33461
8465314,1,2,1,10,2025,1,31,3.0,1400000.0,47389
8470961,1,2,1,10,2025,1,55,5.0,2000000.0,61044
8469010,1,2,1,10,2025,1,37,5.0,1500000.0,56043
8451764,1,2,1,10,2025,1,30,10.0,2000000.0,37086
8440753,1,2,1,10,2025,2,34,9.0,150000.0,11341
8447835,1,1,1,10,2025,2,30,10.0,2847000.0,27841
8438925,1,1,1,10,2025,2,42,5.0,900000.0,7112
8442454,1,5,1,10,2025,1,2,,,15166
8437406,1,1,1,10,2025,2,29,6.0,850000.0,3730
8471563,1,1,1,10,2025,1,47,10.0,3000000.0,62228
8439164,1,2,1,10,2025,2,53,5.0,1623000.0,7642
8470267,1,2,1,10,2025,1,37,3.0,1700000.0,59314
8439363,1,2,1,10,2025,2,34,10.0,6000000.0,8112
8466207,1,2,1,10,2025,2,27,10.0,10000000.0,49209
8440084,1,1,1,10,2025,1,62,3.0,450000.0,9726
8463627,1,1,1,10,2025,2,52,10.0,10000000.0,43721
8444333,1,1,1,10,2025,2,22,5.0,1800000.0,19864
8452350,1,1,1,10,2025,1,22,5.0,1900000.0,38581
8451310,1,2,1,10,2025,2,42,10.0,1430000.0,35920
8465022,1,2,1,10,2025,2,30,9.0,2300000.0,46814
8437653,1,1,1,10,2025,1,30,11.0,4500000.0,4290
8469232,1,1,1,10,2025,1,24,5.0,2140000.0,56649
8450809,1,2,1,10,2025,1,33,5.0,1000000.0,34646
8470734,1,1,1,10,2025,1,46,5.0,2650000.0,60444
8467547,1,4,1,10,2025,2,42,11.0,1423500.0,52446
8470049,1,2,1,10,2025,1,62,3.0,250000.0,58787
8461920,1,1,1,10,2025,2,43,1.0,300000.0,39763
8444476,1,1,1,10,2025,1,31,5.0,1800000.0,20246
8436274,1,2,1,10,2025,2,72,3.0,1300000.0,790
8447495,1,1,1,10,2025,2,58,10.0,3600000.0,27130
8446348,1,1,1,10,2025,1,34,10.0,3400000.0,24493
8462961,1,1,1,10,2025,1,54,3.0,1500000.0,42110
8464205,1,1,1,10,2025,2,22,5.0,800000.0,44961
8466041,1,1,1,10,2025,2,31,10.0,3500000.0,48869
8437013,1,2,1,10,2025,2,19,4.0,1790000.0,2741
8442229,1,2,1,10,2025,1,22,10.0,1423000.0,14618
8469087,1,1,1,10,2025,1,35,10.0,1423500.0,56255
8469361,1,3,1,10,2025,1,50,9.0,1200000.0,57020
8469121,1,1,1,10,2025,1,44,5.0,1423500.0,56354
8444360,1,5,1,10,2025,2,19,10.0,1423500.0,19926
8438702,1,1,1,10,2025,2,26,10.0,1400000.0,6624
8439692,1,2,1,10,2025,2,49,5.0,1423000.0,8923
8463220,1,2,1,10,2025,2,58,3.0,120000.0,42675
8465626,1,1,1,10,2025,2,53,10.0,1423500.0,47973
8463470,1,1,1,10,2025,1,51,5.0,1700000.0,43373
8444398,2,2,2,10,2025,2,38,10.0,900000.0,20035
8470733,3,1,3,10,2025,1,62,5.0,1800000.0,60442
8439123,1,2,1,10,2025,1,43,4.0,1350000.0,7561
8471559,1,2,1,10,2025,1,22,5.0,1000000.0,62220
8446071,1,2,1,10,2025,2,30,5.0,3000000.0,23703
8466475,1,1,1,10,2025,1,60,4.0,1600000.0,49834
8471363,1,1,1,10,2025,2,54,5.0,300000.0,61832
8452550,1,2,1,10,2025,1,66,5.0,2200000.0,39125
8467456,1,1,1,10,2025,2,38,5.0,300000.0,52238
8451638,1,3,1,10,2025,1,22,5.0,2500000.0,36730
8466345,1,1,1,10,2025,1,54,1.0,1100000.0,49459
8450248,1,1,1,10,2025,2,54,5.0,1700000.0,33282
8446591,1,2,1,10,2025,2,26,4.0,200000.0,25095
8466460,1,1,1,10,2025,1,52,5.0,1500000.0,49795
8446553,1,2,1,10,2025,2,52,10.0,2800000.0,24963
8449296,1,3,1,10,2025,1,29,5.0,1400000.0,30861
8451381,1,2,1,10,2025,1,28,4.0,1400000.0,36124
8469958,1,1,1,10,2025,2,39,9.0,1523500.0,58570
8470571,1,2,1,10,2025,2,27,8.0,1423500.0,60049
8462732,1,1,1,10,2025,2,44,10.0,1509000.0,41652
8446445,1,1,1,10,2025,2,45,11.0,8200000.0,24706
8440412,1,1,1,10,2025,2,32,4.0,1600000.0,10481
8443597,1,1,1,10,2025,2,56,5.0,1423500.0,18001
8472661,1,3,1,10,2025,2,26,10.0,3000000.0,64444
8441176,1,1,1,10,2025,1,60,3.0,1700000.0,12233
8463580,1,1,1,10,2025,2,40,9.0,1800000.0,43628
8446790,1,2,1,10,2025,2,31,8.0,1500000.0,25515
8465552,1,1,1,10,2025,2,65,3.0,1623500.0,47853
8464915,1,1,1,10,2025,2,29,5.0,1200000.0,46543
8436522,1,2,1,10,2025,2,22,10.0,1200000.0,1385
8467106,1,1,1,10,2025,2,55,4.0,400000.0,51381
8471202,1,4,1,10,2025,2,30,8.0,2670000.0,61517
8472998,1,2,1,10,2025,2,29,8.0,1800000.0,65062
8439717,1,6,1,10,2025,2,58,1.0,692000.0,8985
8467594,1,4,1,10,2025,1,31,8.0,2000000.0,52579
8471272,1,1,1,10,2025,2,63,9.0,3000000.0,61667
8450292,1,3,1,10,2025,2,21,5.0,800000.0,33390
8436170,1,1,1,10,2025,2,35,5.0,1423500.0,544
8469197,1,2,1,10,2025,2,29,5.0,1423500.0,56565
8471093,1,2,1,10,2025,1,30,10.0,1423500.0,61347
8447951,1,4,1,10,2025,2,26,9.0,1423500.0,28125
8442975,1,1,1,10,2025,2,55,3.0,800000.0,16387
8437651,1,2,1,10,2025,2,35,10.0,3300000.0,4286
8465632,1,1,1,10,2025,1,36,6.0,5000000.0,47987
8443960,1,1,1,10,2025,1,34,8.0,1623500.0,18922
8469296,1,1,1,10,2025,1,67,3.0,280000.0,56831
8444956,1,1,1,10,2025,1,20,4.0,2000000.0,21484
8471978,1,2,1,10,2025,2,35,12.0,5200000.0,63025
8450961,1,1,1,10,2025,1,36,5.0,1423500.0,35041
8436261,1,1,1,10,2025,1,67,3.0,500000.0,761
8464053,1,2,1,10,2025,2,54,4.0,2000000.0,44680
8467385,1,1,1,10,2025,2,42,3.0,1000000.0,52082
8439047,1,1,1,10,2025,2,32,5.0,900000.0,7366
8464453,1,1,1,10,2025,1,42,5.0,4800000.0,45501
8439687,1,1,1,10,2025,2,27,5.0,2100000.0,8907
8441106,1,2,1,10,2025,2,47,8.0,1423500.0,12079
8470248,1,1,1,10,2025,2,54,3.0,1800000.0,59270
8448061,1,1,1,10,2025,1,40,5.0,2500000.0,28402
8439542,1,2,1,10,2025,1,44,5.0,1400000.0,8521
8440425,1,3,1,10,2025,1,26,4.0,1423500.0,10505
8446011,1,2,1,10,2025,1,51,5.0,3000000.0,23567
8473330,1,1,1,10,2025,1,34,8.0,2800000.0,65710
8440671,1,1,1,10,2025,2,55,10.0,4200000.0,11157
8468044,1,1,1,10,2025,2,21,6.0,800000.0,53716
8449555,1,4,1,10,2025,2,31,3.0,1600000.0,31533
8468317,2,1,2,10,2025,1,68,3.0,1200000.0,54302
8443519,1,1,1,10,2025,1,70,3.0,1000000.0,17808
8471576,1,3,1,10,2025,2,59,10.0,1423500.0,62259
8438236,1,1,1,10,2025,1,53,3.0,300000.0,5470
8438908,1,2,1,10,2025,2,38,12.0,4000000.0,7074
8449259,1,1,1,10,2025,1,24,5.0,500000.0,30743
8472190,1,1,1,10,2025,2,48,3.0,400000.0,63507
8450092,1,2,1,10,2025,1,58,5.0,1400000.0,32898
8437920,1,1,1,10,2025,1,59,3.0,1600000.0,4837
8464117,1,1,1,10,2025,2,43,5.0,200000.0,44777
8440707,1,1,1,10,2025,1,65,3.0,1850000.0,11206
8438816,1,1,1,10,2025,2,47,5.0,1400000.0,6884
8440413,1,1,1,10,2025,2,27,5.0,1800000.0,10483
8466574,1,1,1,10,2025,2,75,3.0,800000.0,50086
8438032,1,2,1,10,2025,2,50,5.0,1400000.0,5060
8441905,1,1,1,10,2025,1,27,10.0,1700000.0,13813
8443115,1,2,1,10,2025,1,62,5.0,0.0,16758
8440486,1,1,1,10,2025,1,47,9.0,2100000.0,10638
8452254,1,2,1,10,2025,2,66,3.0,100000.0,38336
8447371,1,2,1,10,2025,2,17,5.0,600000.0,26807
8468093,1,2,1,10,2025,2,72,3.0,300000.0,53838
8473835,1,2,1,10,2025,1,51,1.0,900000.0,66363
8446396,1,5,1,10,2025,1,19,4.0,1500000.0,24608
8447298,1,2,1,10,2025,1,50,5.0,1623500.0,26637
8436676,1,2,1,10,2025,2,23,10.0,1800000.0,1775
8473874,1,1,1,10,2025,2,26,5.0,1500000.0,66466
8437375,1,2,1,10,2025,1,43,5.0,1423500.0,3675
8472135,1,1,1,10,2025,2,54,4.0,800000.0,63376
8438851,1,2,1,10,2025,1,27,5.0,1500000.0,6963
8473827,1,2,1,10,2025,2,33,9.0,2080000.0,66338
8468844,1,1,1,10,2025,2,37,5.0,900000.0,55653
8470682,1,3,1,10,2025,2,27,5.0,1580000.0,60316
8465064,1,2,1,10,2025,2,43,11.0,3300000.0,46903
8473176,1,1,1,10,2025,1,68,10.0,4247000.0,65374
8438569,1,1,1,10,2025,2,58,3.0,0.0,6323
8437285,1,1,1,10,2025,2,50,10.0,700000.0,3414
8438066,1,2,1,10,2025,1,24,4.0,1700000.0,5135
8463895,1,1,1,10,2025,1,42,5.0,1423500.0,44339
8444077,1,2,1,10,2025,2,30,10.0,4000000.0,19273
8440631,1,2,1,10,2025,2,29,10.0,1500000.0,11045
8444408,1,1,1,10,2025,2,39,8.0,1423000.0,20056
8464781,1,2,1,10,2025,1,48,4.0,1200000.0,46265
8464066,1,2,1,10,2025,2,41,5.0,1423500.0,44695
8435981,1,1,1,10,2025,1,54,10.0,4300000.0,41
8437422,1,1,1,10,2025,1,48,10.0,1800000.0,3778
8438384,1,1,1,10,2025,1,55,10.0,3000000.0,5881
8472860,1,1,1,10,2025,2,63,11.0,7000000.0,64852
8439975,1,1,1,10,2025,1,70,8.0,1300000.0,9513
8443758,1,2,1,10,2025,1,31,5.0,1423500.0,18422
8449267,1,1,1,10,2025,2,47,4.0,150000.0,30776
8443705,1,1,1,10,2025,2,44,5.0,1423000.0,18286
8473832,1,2,1,10,2025,1,32,3.0,1200000.0,66353
8469052,1,3,1,10,2025,2,50,4.0,1100000.0,56156
8467335,1,1,1,10,2025,2,28,5.0,500000.0,51942
8444317,1,1,1,10,2025,2,52,5.0,400000.0,19818
8438219,1,1,1,10,2025,2,45,10.0,1200000.0,5423
8438906,1,2,1,10,2025,1,39,8.0,2500000.0,7068
8436822,1,3,1,10,2025,1,28,12.0,7120000.0,2109
8473142,1,2,1,10,2025,2,26,6.0,2500000.0,65325
8467725,1,1,1,10,2025,1,52,8.0,1423500.0,52890
8444392,1,1,1,10,2025,1,52,5.0,1515000.0,20013
8448640,1,3,1,10,2025,1,27,10.0,3000000.0,29517
8444851,1,2,1,10,2025,2,34,5.0,1900000.0,21240
8445511,1,4,1,10,2025,2,38,3.0,1200000.0,22431
8466926,1,1,1,10,2025,2,65,3.0,0.0,50878
8445250,1,1,1,10,2025,2,28,4.0,580000.0,21764
8444654,1,3,1,10,2025,1,64,10.0,1800000.0,20713
8442662,1,2,1,10,2025,1,40,5.0,1420000.0,15615
8451129,1,1,1,10,2025,2,40,5.0,5000000.0,35449
8441612,1,1,1,10,2025,2,26,5.0,600000.0,13135
8437268,1,1,1,10,2025,2,28,8.0,900000.0,3369
8449018,1,1,1,10,2025,2,36,10.0,2000000.0,30260
8465565,1,1,1,10,2025,2,42,4.0,1450000.0,47881
8440825,1,1,1,10,2025,1,54,5.0,900000.0,11524
8448171,1,2,1,10,2025,2,36,10.0,2600000.0,28609
8445755,1,2,1,10,2025,2,30,3.0,1200000.0,22974
8471281,1,1,1,10,2025,1,57,10.0,4500000.0,61687
8472847,1,1,1,10,2025,2,46,5.0,1400000.0,64818
8470300,1,1,1,10,2025,1,51,3.0,1900000.0,59406
8472289,1,1,1,10,2025,2,24,8.0,1423500.0,63715
8472452,1,3,1,10,2025,1,28,10.0,1800000.0,64042
